EVENTTIME,OFFERID,ASIN,NOTIFICATIONID,SELLERID,ISBUYBOXWINNER,LISTINGPRICEAMOUNT,LISTINGPRICECURRENCYCODE,PRIMEINFORMATION_ISOFFERNATIONALPRIME,PRIMEINFORMATION_ISOFFERPRIME,SUBCONDITION
2024-05-17 09:51:18.768 Z,4,B09KS8PM9M,10f48d07-f248-42ea-886e-305fde5bf1aa,A1ECJT9FQ4WMHJ,false,134.95,USD,false,false,new
2024-05-17 09:51:18.768 Z,5,B09KS8PM9M,10f48d07-f248-42ea-886e-305fde5bf1aa,A16A6K36JV9FNV,false,176.21,USD,false,false,new
2024-05-17 09:51:18.768 Z,6,B09KS8PM9M,10f48d07-f248-42ea-886e-305fde5bf1aa,A2I0HOF5WGMLJC,false,162.1,USD,false,false,new
2024-05-17 09:51:18.768 Z,7,B09KS8PM9M,10f48d07-f248-42ea-886e-305fde5bf1aa,AX1MSLPFCP73H,false,174,USD,false,false,new
2024-05-17 09:51:09.077 Z,1,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,A3N08NTTRCAG4E,true,25.25,USD,false,false,new
2024-05-17 09:51:09.077 Z,2,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,A3P3S2IKAJMVEY,false,26.58,USD,false,false,new
2024-05-17 09:51:09.077 Z,3,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,AFF8XSNGT0QQC,false,31.72,USD,false,false,new
2024-05-17 09:51:09.077 Z,4,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,A2I0HOF5WGMLJC,false,37.33,USD,false,false,new
2024-05-17 09:51:09.077 Z,5,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,A147ASZ83GESTI,false,25.29,USD,false,false,new
2024-05-17 09:51:09.077 Z,6,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,A1P9J2X44V0T5A,false,32,USD,false,false,new
2024-05-17 09:51:09.077 Z,7,B09N9R7Y41,d93d01b9-601a-4d39-a0c2-a1493377ef58,A1G2IX65IQJHUO,false,26.95,USD,false,false,new
2024-05-17 09:51:27.127 Z,1,B0BPTNXJ8D,ce823404-451d-4ea1-b8f2-529a9c3130db,AFF8XSNGT0QQC,true,45.88,USD,false,false,new
2024-05-17 09:51:27.127 Z,2,B0BPTNXJ8D,ce823404-451d-4ea1-b8f2-529a9c3130db,A2I0HOF5WGMLJC,true,45.94,USD,false,false,new
2024-05-17 09:51:27.127 Z,3,B0BPTNXJ8D,ce823404-451d-4ea1-b8f2-529a9c3130db,APSAI9VUG3A9O,false,49.08,USD,false,false,new
2024-05-17 09:51:27.127 Z,4,B0BPTNXJ8D,ce823404-451d-4ea1-b8f2-529a9c3130db,A3A5024GKCOK6V,false,51.38,USD,false,false,new
2024-05-17 09:51:27.127 Z,5,B0BPTNXJ8D,ce823404-451d-4ea1-b8f2-529a9c3130db,A2DF3HGBR01ATY,false,49.09,USD,false,false,new
2024-05-17 09:51:27.127 Z,6,B0BPTNXJ8D,ce823404-451d-4ea1-b8f2-529a9c3130db,A37RYXSF82P86Q,false,49.1,USD,false,false,new
